
Brassage génétique : Méiose et fécondation| id: + 1
Contrairement à l'animal, la technique de l'homme...|Est recherchée|Est seulement plurifonctionnelle|Évolue et est plurifonctionnelle|Évolue uniquement||ANSWERS|Évolue et est plurifonctionnelle|
La technique est libératrice mais elle est aussi :|Obligatoire pour survivre|Destructrice et déshumanisante|Nécessaire|Associée au travail||ANSWERS|Destructrice et déshumanisante|
Pour Hegel, le travail est...|Un désir|Important|Libérateur|Nécessaire||ANSWERS|Libérateur|
Dans quel mythe Platon compare l'homme à l'animal et insiste sur la nécessité de la technique ?|Le mythe de Prométhée|Le mythe de Promise|Le mythe de Platon|Le mythe Platonien||ANSWERS|Le mythe de Prométhée|
Pour Marx, la supériorité technique de l'homme sur l'animal se manifeste dans :|L’État|La famille|Le travail|La nature||ANSWERS|Le travail|
L'homme est obligé d'inventer et de fabriquer, la technique est donc :|Un devoir|Une contrainte vitale|Un conseil de survie|Une fatalité||ANSWERS|Une contrainte vitale|
Avec l'histoire d'Adam et Ève dans laquelle ils ont désobéi à l'ordre divin, le travail est vu comme :|Une contrainte|Une obligation|Une nécessité|Une fatalité||ANSWERS|Une fatalité|
Le travail vient du mot latin "tripalium", qui est un :|Instrument de torture destiné à faire travailler les esclaves|Instrument de récolte du maïs|Instrument de torture destiné à ferrer les chevaux|Instrument pour ramasser le blé||ANSWERS|Instrument de torture destiné à ferrer les chevaux|
C'est la nécessité naturelle (manger, dormir, s'habiller) qui contraint l'homme à travailler, il s'agit donc d'une dimension...|Biologique|Géologique|Paléolithique|Scientifique||ANSWERS|Biologique|
Quels sont les deux types de "travail" ?|Travail manuel et travail intellectuel|Travail automatique et travail abrutissant|Travail manuel et travail automatique|Travail intellectuel et travail abrutissant||ANSWERS|Travail manuel et travail intellectuel|

L'art| id: + 7
Pendant des siècles, l'art avait la même définition que :|Métier|Technique|Emploi|Travail||ANSWERS|Technique|
A partir de quel siècle l'art s'est différencié de la technique ?|20ème siècle|17ème siècle|18ème siècle|19ème siècle||ANSWERS|18ème siècle|
Le technicien a suivi des études alors que l'artisan tient ses techniques :|Des anciennes générations|De l'imagination|De la pensée|De la nature||ANSWERS|Des anciennes générations|
L'art est ...|Différent|Important|Utile|Inutile||ANSWERS|Inutile|
Quels sont les deux types d'arts ?|Arts rythmiques et Arts martiaux|Arts martiaux et Arts picturaux|Arts plastiques et Arts rythmiques|Arts plastiques et Arts martiaux||ANSWERS|Arts plastiques et Arts rythmiques|
Selon Kant, quand un artiste commence son travail :|Il doit demander conseil|Il a besoin d'un modèle précis|Il ne peut pas avoir une image précise du résultat|Il n'a qu'une idée en tête : le finir||ANSWERS|Il ne peut pas avoir une image précise du résultat|
L'artiste serait alors vu, selon Kant, comme :|Un homme de goût|Un génie|Un artisan du beau|Un professeur||ANSWERS|Un génie|
Selon Kant, lequel des 4 plaisirs est un plaisir désintéressé ?|Le bon|Le beau|L'utile|L'agréable||ANSWERS|Le beau|
Aristote expliquait que l'art est une imitation de...|L'imagination|L'interprétation de l'homme|La nature|La représentation inconsciente de la vie||ANSWERS|La nature|
Selon Platon, l'art permettrait de...|Montrer le monde d'un autre angle|Représenter la vraie nature|Rendre visible ce qui est invisible|Retranscrire sa vision du monde||ANSWERS|Rendre visible ce qui est invisible|

La conscience| id: + 8
La conscience est...|Une forme d'idée|Une forme de connaissance|Une forme de vérité|Une forme d'inconscience||ANSWERS|Une forme de connaissance|
En philosophie, la personne…|Se réduit à l'apparence physique|Est le moi physique|Est avant tout le moi intérieur|Est l’individu tel qu’il existe et qu’on le voit||ANSWERS|Est avant tout le moi intérieur|
Le vrai moi est donc…|Intérieur|Extérieur|Dans le cerveau|Dans le coeur||ANSWERS|Intérieur|
Le domaine de la conscience chez l'individu est...|Une extériorité visible et pénétrable par l'autre|Une intériorité inaccessible et impénétrable pour l'autre|Une idée préconçue de non accessibilité|Une intériorité accessible par le partage avec l’autre||ANSWERS|Une intériorité inaccessible et impénétrable pour l'autre|
Descartes disait :|Je pense par le coeur|Je suis donc je pense|Je pense donc je suis|Je pense donc j'existe||ANSWERS|Je pense donc je suis|
Si l’on développe l’idée « Je pense donc je suis » de Descartes, on obtient…|Tout ce qui existe pense, or j’existe, donc je pense|Tout ce qui est conscient pense, donc existe|Tout ce qui pense est conscient, or je pense, donc je suis conscient|Tout ce qui pense existe, or je pense, donc j’existe||ANSWERS|Tout ce qui pense existe, or je pense, donc j’existe|
Que signifie la pensée pour Descartes ?|Elle est synonyme d'émotion|Elle est synonyme d'acte intellectuel|Elle est synonyme de sentiment|Elle est synonyme de conscience||ANSWERS|Elle est synonyme d'acte intellectuel|
Être conscient de ce que l’on est...|C'est exister|C'est penser|C'est aussitôt ne plus l'être|C'est s'abandonner||ANSWERS|C'est aussitôt ne plus l'être|
Pour Hume, l'hypothèse de l'identité...|N'est pas une illusion|N'est qu'une illusion|Est la vérité|Est la preuve de sa réalité||ANSWERS|N'est qu'une illusion|
Rimbaud a dit :|"Je est un autre"|"Je me suis inconnu"|"Je est moi tout entier"|"L'autre, c'est moi"||ANSWERS|"Je est un autre"|

L'Etat| id: + 10
L'Etat est l'idée :|D'une nation|D'une organisation politique|D'une autorité politique souveraine|De la souveraineté du peuple||ANSWERS|D'une autorité politique souveraine|
Quelle est la réalité des lois ?|Matérielle|Abstraite|Morale|Concrète||ANSWERS|Morale|
Selon Aristote, l'Homme est par nature :|Un animal politique|Un animal de raison|Un animal de pouvoir|Un animal démocratique||ANSWERS|Un animal politique|
Selon Machiavel :|"La nature est politisée "|"Les moyens justifient la fin "|"La nature ne fait rien en vain "|"La fin justifie les moyens"||ANSWERS|"La fin justifie les moyens"|
Pour Hobbes, l'Homme est par nature :|Animal|Vaniteux et bête|Apolitique et asocial|Egoïste et revendicatif||ANSWERS|Apolitique et asocial|
Selon Rousseau :|"Personne ne se donnant, on ne se donne à personne et la liberté est sauve"|"Chacun se donnant à tous, on se donne à soi-même et la liberté est sauve"|"Chacun se donnant à tous, on ne se donne à personne et la liberté est sauve"|"Chacun est libre de se donner et la liberté est sauve"||ANSWERS|"Chacun se donnant à tous, on ne se donne à personne et la liberté est sauve"|
Pour Hegel, l'Etat réalise ce qui se cherchait dans :|La famille et la société civile|Le pouvoir et la famille|La nature|La famille||ANSWERS|La famille et la société civile|
La raison de l'Etat est invoquée lorsque :|Les pouvoirs sont dissous|Règne la paix|Il faut renouveler un Etat|La sécurité de l'Etat est en jeu||ANSWERS|La sécurité de l'Etat est en jeu|
Qui prône l'anarchie ?|Steller|Kant|Adorno|Bakounine||ANSWERS|Bakounine|
Pour les anarchistes, l'Etat est :|Le mal radical|Trop abstrait|Un bien collectif|Inutile||ANSWERS|Le mal radical|

Courants et moteurs triphasés| id: + 11
Qu'est-ce qu'un système de tension triphasée ?|Un ensemble de deux tensions alternatives qui ont la même valeur efficace|Un ensemble de deux tensions alternatives qui n'ont pas la même valeur efficace|Un ensemble de trois tensions alternatives qui n'ont pas la même valeur efficace|Un ensemble de trois tensions alternatives qui ont la même valeur efficace||ANSWERS|Un ensemble de trois tensions alternatives qui ont la même valeur efficace|
Un ensemble de solides est appelé :|Un système matériel|Un système immatériel|Un système de solides|Un système matriciel||ANSWERS|Un système matériel|
Complétez l'énoncé du principe fondamental de la statique (PFS) : si un solide est en équilibre alors :|La différence des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle|La somme des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle|La multiplication des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle|La division des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle||ANSWERS|La somme des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle|
Complétez ce théorème : la somme des forces extérieures agissant sur le solide est :|Nulle|Egale|Distendue|Différente||ANSWERS|Différente|
Il suffit d'appliquer le PFS pour résoudre un problème de :|Dynamique ovale|Statique ovale|Dynamique plane|Statique plane||ANSWERS|Statique plane|
Quel point de méthodologie n'apparaît pas dans la résolution analytique :|L'isolation du solide (ou le système matériel)|L'isolation du courant|Le bilan des actions mécaniques extérieures|Les équations du PFS||ANSWERS|L'isolation du courant|
Quel est le point 2 à faire dans la résolution analytique d'un problème de statique plane :|L'isolation du solide (ou le système matériel)|L'isolation du courant|Le bilan des actions mécaniques extérieures|Les équations du PFS||ANSWERS|Le bilan des actions mécaniques extérieures|
Quel est le dernier point à faire dans la résolution analytique d'un problème de statique plane :|L'isolation du solide (ou le système matériel)|L'isolation du courant|Les équations du PFS|Déduire la norme des différentes forces||ANSWERS|Déduire la norme des différentes forces|
Quand le système est isolé et soumis à deux forces alors :|Les forces ont même support, sont de sens opposé et de même norme|Les forces ont un support différent, sont de sens opposé et de même norme|Les forces ont même support, sont de même sens et de même norme|Les forces ont même support, sont de sens opposé et de norme différente||ANSWERS|Les forces ont même support, sont de sens opposé et de même norme|
Quand le système est isolé et soumis à trois forces concourantes alors :|Les forces sont concourantes en un même point, et la somme vectorielle est supérieure|Les forces ne sont pas concourantes en un même point, et la somme vectorielle est supérieure|Les forces sont concourantes en un même point, et la somme vectorielle est nulle|Les forces ne sont pas concourantes en un même point, et la somme vectorielle est nulle||ANSWERS|Les forces sont concourantes en un même point, et la somme vectorielle est nulle|

Étude dynamique| id: + 12
Selon le théorème de l'énergie mécanique, si toutes les forces exercées sur un objet donné ne travaillent pas, alors :|L'énergie mécanique est conservée |L'énergie cinétique n'est pas conservée |L'énergie cinétique est conservée |L'énergie mécanique n'est pas conservée ||ANSWERS|L'énergie mécanique est conservée |
﻿Dans un référentiel Galiléen, la variation d'énergie cinétique d'un corps ponctuel de masse m entre un point A et un point B est :|Egale à la soustraction des travaux W des différentes forces qui s'exercent sur ce corps|﻿Egale à la différence des travaux W des différentes forces qui s'exercent sur ce corps|﻿Différente à la somme des travaux W des différentes forces qui s'exercent sur ce corps|﻿Egale à la somme des travaux W des différentes forces qui s'exercent sur ce corps||ANSWERS|﻿Egale à la somme des travaux W des différentes forces qui s'exercent sur ce corps|
Quel est l'énoncé du théorème de la quantité de mouvement :|La force est différente aux changements de quantité de mouvement par unité de Joules |La force est différente aux changements de quantité de mouvement par unité de temps |La force est égale aux changements de quantité de mouvement par unité de Joules |La force est égale aux changements de quantité de mouvement par unité de temps ||ANSWERS|La force est égale aux changements de quantité de mouvement par unité de temps |
L'accélération subie par un corps dans un référentiel Galiléen :|﻿Est proportionnelle à la résultante des forces qu'il subit, et disproportionnelle à sa masse m|﻿Est disproportionnelle à la résultante des forces qu'il subit et inversement disproportionnelle à sa masse m|﻿N'est pas proportionnelle à la résultante des forces qu'il subit et inversement non proportionnelle à sa masse m|﻿Est proportionnelle à la résultante des forces qu'il subit et inversement proportionnelle à sa masse m||ANSWERS|﻿Est proportionnelle à la résultante des forces qu'il subit et inversement proportionnelle à sa masse m|
L'énergie potentielle de pesanteur d'un solide donné est ainsi l'énergie liée :|A son altitude |A sa longueur|A sa largeur|A son poids||ANSWERS|A son altitude |
L'énergie cinétique est l'énergie exprimée en :|Watts|Kilowatts|Joules|Ohm||ANSWERS|Joules|
On appelle dynamique le lien entre les mouvements, c'est-à-dire : |La mercatique|La cinématique|La télématique|La radiomatique||ANSWERS|La cinématique|
La dynamique revient alors à utiliser un principe qui provient de l'observation de :|Galilée|Joule|Ohm|Newton||ANSWERS|Newton|
La notion de masse est dite :|Passive|Economique|Active|Conservative||ANSWERS|Conservative|
Le centre d'inertie est le point pour lequel le torseur de l'action mécanique de la pesanteur sur un solide s'écrit :|Par un moment négatif|Par un moment nul |Par un moment régressif|Par un moment positif||ANSWERS|Par un moment nul |

Étude statique (Résolution graphique et analytique)| id: + 13
Quand le système est isolé et soumis à deux forces alors :|Les forces ont même support, sont de même sens et de même norme |Les forces ont même support, sont de sens opposé et de norme différente|Les forces ont même support, sont de sens opposé et de même norme |Les forces ont un support différent, sont de sens opposé et de même norme||ANSWERS|Les forces ont même support, sont de sens opposé et de même norme |
Quand le système est isolé et soumis à trois forces concourantes alors :|Les forces ne sont pas concourantes en un même point, et la somme vectorielle est nulle |Les forces sont concourantes en un même point, et la somme vectorielle est supérieure |Les forces ne sont pas concourantes en un même point, et la somme vectorielle est supérieure |Les forces sont concourantes en un même point, et la somme vectorielle est nulle ||ANSWERS|Les forces sont concourantes en un même point, et la somme vectorielle est nulle |
Quel point de méthodologie n'apparaît pas dans la résolution analytique :|L'isolation du courant |Le bilan des actions mécaniques extérieures  |Les équations du PFS|L'isolation du solide (ou le système matériel) ||ANSWERS|L'isolation du courant |
Quel est le dernier point à faire dans la résolution analytique d'un problème de statique plane :|Déduire la norme des différentes forces|Les équations du PFS|L'isolation du solide (ou le système matériel) |Le bilan des actions mécaniques extérieures  ||ANSWERS|Déduire la norme des différentes forces|
Quel est le point 2 à faire dans la résolution analytique d'un problème de statique plane :|L'isolation du solide (ou le système matériel) |L'isolation du courant |Le bilan des actions mécaniques extérieures  |Les équations du PFS||ANSWERS|Le bilan des actions mécaniques extérieures  |
Complétez l'énoncé du principe fondamental de la statique (PFS) : si un solide est en équilibre alors :|La division des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle|La multiplication des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle |La somme des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle |La différence des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle ||ANSWERS|La somme des actions mécaniques extérieures agissant sur le solide (ou le système matériel) est nulle |
Complétez ce théorème : la somme des forces extérieures agissant sur le solide est :|Différente|Distendue|Nulle|Egale||ANSWERS|Distendue|
Il suffit d'appliquer le PFS pour résoudre un problème de:|Dynamique ovale|Statique ovale |Dynamique plane |Statique plane||ANSWERS|Statique plane|
Un ensemble de solides est appelé : |Un système immatériel  |Un système de solides  |Un système matriciel |Un système matériel  ||ANSWERS|Un système matériel  |
Qu'appelle-t-on la statique ?|L'étude de l'équilibre des solides soumis à diverses actions mécaniques|L'étude du déséquilibre des solides soumis à diverses actions mécaniques|L'étude de l'équilibre des solides soumis à diverses actions statiques |L'étude de l'équilibre des liquides soumis à diverses actions mécaniques||ANSWERS|L'étude de l'équilibre des solides soumis à diverses actions mécaniques|

Les lois générales de l'électricité| id: + 14
Quelle est la définition des circuits électriques ?|Association de tripôles reliés par des fils électriques|Association de dipôles reliés par des fils électriques |Association d'anodes reliées par des fils électriques|Association de polypôles reliés par des fils électriques||ANSWERS|Association de dipôles reliés par des fils électriques |
Comment le courant électrique circule-t-il ?|De la borne - à la borne -|De la borne - à la borne +|De la borne + à la borne -|De la borne + à la borne +||ANSWERS|De la borne + à la borne -|
Avec quoi se mesure l'intensité du courant ?|Avec un voltmètre|Avec un thermomètre|Avec un tensiomètre|Avec un ampèremètre||ANSWERS|Avec un ampèremètre|
Avec quoi se mesure la tension électrique ?|Avec un voltmètre|Avec un thermomètre|Avec un tensiomètre|Avec un ampèremètre||ANSWERS|Avec un voltmètre|
Comment est la tension d'un fil électrique aux bornes ?|Infinie|Nulle|Positive|Négative||ANSWERS|Nulle|
Comment est le chemin de la loi des mailles ?|Semi-fermé|Semi-ouvert|Fermé|Ouvert||ANSWERS|Fermé|
Combien de fils minimum relie la connexion (loi des noeuds) ?|3|10|2|4||ANSWERS|3|
Dans la loi d'Ohm, quel est le symbole du résistor ?|U|G| Ω|S||ANSWERS| Ω|
Dans une association en série des résistors linéaires, les séries :|Se soustraient|S'additionnent|Se multiplient|Se divisent||ANSWERS|S'additionnent|
Dans la loi d'Ohm généralisée, comment s'écrit l'électromoteur récepteur ?|U = E * RI |U = E - RI |U = E / RI |U = E + RI ||ANSWERS|U = E + RI |

Les signaux électriques| id: + 15
Qu'est-ce que la période ?|La durée d'un cycle du signal en secondes |La durée d'un cycle du signal en minutes |La durée d'un cycle du signal en heures |La durée d'un cycle du signal en années ||ANSWERS|La durée d'un cycle du signal en secondes |
Comment le signal se calcule-t-il ?|Somme valeur continue + valeur non variable|Somme valeur continue + valeur variable |Somme valeur discontinue + valeur variable |Somme valeur discontinue + valeur non variable ||ANSWERS|Somme valeur continue + valeur variable |
Cherchez l'intrus parmi les différentes formes des signaux périodiques :|Triangulaire |Rectangulaire|Sinusoïdale|Ovale ||ANSWERS|Ovale |
Quelle est la définition des signaux numériques ?|Signaux logiques représentant des valeurs numériques|Signaux analogiques représentant des valeurs numériques|Signaux numériques représentant des valeurs numériques |Tous les signaux représentant des valeurs numériques||ANSWERS|Signaux logiques représentant des valeurs numériques|
Quelle est la définition des signaux logiques?|Signaux continus ne pouvant prendre que 2 valeurs (2 ou 3) |Signaux discontinus ne pouvant prendre que 2 valeurs (2 ou 3) |Signaux discontinus ne pouvant prendre que 2 valeurs (0 ou 1) |Signaux continus ne pouvant prendre que 2 valeurs (0 ou 1) ||ANSWERS|Signaux discontinus ne pouvant prendre que 2 valeurs (0 ou 1) |
Comment la représentation des signaux logiques est-elle nommée ?|Polygramme|Logigramme|Monogramme|Chronogramme||ANSWERS|Chronogramme|
Quelle est la définition des signaux analogiques ?|Signaux variant de façon continue dans le temps |Signaux variant de façon discontinue dans le temps |Signaux variant de façon continue dans l'espace |Signaux variant de façon discontinue dans l'espace||ANSWERS|Signaux variant de façon continue dans le temps |
Laquelle de ces propositions ne correspond pas à un signal variable ?|Analogique|Logique|Numérique|Physique||ANSWERS|Physique|
Il existe 2 principaux types de signaux électriques, lesquels ?|Variables et non constants|Variables et non continus|Continus et variables|Continus et constants||ANSWERS|Continus et variables|
Quelle est la définition des signaux électriques ?|Variation d'une valeur non constante en fonction du temps qui transporte une information |Variation d'une grandeur électrique en fonction du temps qui transporte une information |Variation d'une grandeur électromagnétique en fonction du temps qui transporte une information |Variation d'une valeur constante en fonction du temps qui transporte une information ||ANSWERS|Variation d'une grandeur électrique en fonction du temps qui transporte une information |

L’eau - Eau et environnement| id: + 16
Qu'est-ce qui absorbe une partie du rayonnement solaire ? |L'atmosphère|Les rivières|Les mers et les océans|Les lacs||ANSWERS|Les mers et les océans|
Quel pourcentage de notre planète est couvert par les mers et océans ?|91%|81%|71%|61%||ANSWERS|71%|
Où trouve-t-on la majorité de l'eau douce sur la planète ? |Dans les glaciers|Dans les rivières|Dans les eaux souterraines|Dans l'eau atmosphérique||ANSWERS|Dans les glaciers|
Comment appelle-t-on l'ensemble des réservoirs d'eau sur la planète ?| L'hydrorium| L'hydrosphère| L'aquarium| L'aquasphère||ANSWERS| L'hydrosphère|
De quoi sont responsables les pluies acides ?|De la raréfaction de l'eau douce|De la pollution des nappes phréatiques|Du dépérissement des forêts|Du réchauffement climatique||ANSWERS|Du dépérissement des forêts|
Par quel moyen peut-on lutter contre la pollution de l'eau ?|Avec les stations d'épuration|Avec la surveillance physique|Avec la surveillance chimique|Avec la surveillance climatique||ANSWERS|Avec les stations d'épuration|
Comment les nappes phréatiques peuvent-elles être contaminées ? |Par les rejets industriels|Par les écoulements de l'eau de pluie dans les sols |Par la pollution de l'atmosphère|Par les activités tertiaires||ANSWERS|Par les écoulements de l'eau de pluie dans les sols |
Sur quoi les courants océaniques ont un rôle important ?|La régulation de la pollution|La régulation des espèces marines|L'atmosphère|La régulation du climat||ANSWERS|La régulation du climat|
Parmi ces traceurs naturels, lequel n'en est pas un ?|Oxygène dissout|Carbone 14|Phosphate|Tricium||ANSWERS|Tricium|
Quel type d'action exerce l'eau atmosphérique lorsqu'elle tombe sur Terre et désagrège les roches ?|Une action mécanique|Une action chimique|Une action liquide|Une action dissolutive||ANSWERS|Une action mécanique|
A quelle profondeur sous la surface de la mer peut-on trouver des hydrates de gaz ?|500 mètres|600 mètres|400 mètres|300 mètres||ANSWERS|500 mètres|

L’eau - Eau et énergie| id: + 18
Parmi les propositions, quel mode de fabrication du dihydrogène n'existe pas :|Gazéification à partir de la biomasse ou du charbon|Reformage des hydrocarbures|Gazéification des hydrocarbures|Electrolyse de l'eau||ANSWERS|Gazéification des hydrocarbures|
Parmi les propositions, quelle pile n'est pas une pile à combustible :|Pile stationnaire|Pile électronique|Pile portable|Pile embarquée||ANSWERS|Pile électronique|
La pile à combustible dihydrogène-dioxygène rejette donc :|De l'oxygène|Du gaz|De l'eau|Du CO2||ANSWERS|De l'eau|
L'anode et la cathode sont reliées par un électrolyte isolant :|Qui ne laisse pas passer les électrons|Qui laisse passer les protons|Qui ne laisse pas passer les protons|Qui laisse passer les électrons||ANSWERS|Qui laisse passer les protons|
La pile à combustible dihydrogène-dioxygène est appelée pile :|Ecologique|Economique|Propre|Sale||ANSWERS|Propre|
La réaction bilan d'une pile à combustible dihydrogène-dioxygène est la suivante : |﻿2H<sub>2</sub> / O<sub>2</sub> = 2H<sub>2</sub>O|﻿2H<sub>2</sub> + O<sub>2</sub> = 2H<sub>2</sub>O|﻿2H<sub>2</sub> * O<sub>2</sub> = 2H<sub>2</sub>O|﻿2H<sub>2</sub> - O<sub>2</sub> = 2H<sub>2</sub>O||ANSWERS|﻿2H<sub>2</sub> + O<sub>2</sub> = 2H<sub>2</sub>O|
La cathode est alimentée en continu par du :|Dioxygène|Oxygène|Dioxyde de carbone|Dihydrogène ||ANSWERS|Dioxygène|
L'anode est : |Le pôle -|Le pôle +|La neutralité|Le pôle opposé||ANSWERS|Le pôle -|
L'anode est alimentée en continu par du :|Oxygène|Dioxyde de carbone|Dihydrogène |Dioxygène ||ANSWERS|Dihydrogène |
La PAC la plus utilisée et la plus étudiée est :  |La pile hydrogène/oxygène|La pile hydrogène/dioxygène|La pile dihydrogène/dioxyde de carbone|La pile dihydrogène/dioxygène||ANSWERS|La pile dihydrogène/dioxygène|

Cycle de vie des matériaux| id: + 20
Que permet le recyclage des matériaux ? |De les détruire sans pollution|De réduire les ressources naturelles|De les réutiliser|De créer de nouvelles ressources naturelles ||ANSWERS|De les réutiliser|
Quel matériau est recyclable à 100% ?|Les plastiques|L'acier|Le fer|Le verre||ANSWERS|Le verre|
Selon quel critère ne peut-on pas classer les matériaux ?|L'origine|La couleur|L'usage|La nature chimique||ANSWERS|La couleur|
De quoi sont issus tous les matériaux ?|De l'eau|De métaux|De matières nobles|De matières premières||ANSWERS|De matières premières|
Parmi ces matières premières, laquelle n'est pas renouvelable ? |La soie|Le coton|Le pétrole|Le bois||ANSWERS|Le pétrole|
